label,iter,n,elapsed,valid
Naive',2,10,1,false
Naive',3,10,1,false
Naive',4,10,1,false
Naive',5,10,1,false
Naive',6,10,1,false
Naive',7,10,1,false
Naive',8,10,1,false
Naive',9,10,1,false
Naive',10,10,1,false
Naive',11,10,1,false
